Date ,Tarbela,Kabul,Kalabagh,Chashma,Taunsa,Panjnad,Guddu,Sukkur,Kotri
2007/05/30,61300,36600,160620,17166,112143,0,118461,23358,53593
2007/05/31,68200,37700,142989,164192,113479,0,113996,15418,51311
2007/06/01,72000,37500,166546,145734,140631,21227,112384,78090,44545
2007/06/02,74200,31300,160720,158297,136780,19991,112666,81400,39050
2007/06/03,81500,43100,154940,176459,135351,18186,112666,83040,38453
2007/06/04,84400,47600,160820,175879,132656,17152,112666,83510,37037
2007/06/05,79900,50600,186270,194634,140898,14175,105705,81020,36357
2007/06/06,81100,49200,154440,187353,157703,14090,105657,74510,31967
2007/06/07,77700,55900,188938,188389,149597,13373,105860,73026,27627
2007/06/08,81400,50800,177337,186546,153569,13777,107806,71458,27327
2007/06/09,90600,51500,185270,178858,159808,14210,126481,73458,26257
2007/06/10,106700,55500,185270,191879,159252,14236,112845,79692,21947
2007/06/11,127600,62600,200411,191348,166002,14275,109814,77487,20752
2007/06/12,143100,63100,189863,210764,166729,14160,114039,78918,19602
2007/06/13,162000,68700,201411,227850,171315,14090,112284,79582,19302
2007/06/14,185600,75000,189938,222510,171315,13800,112441,82151,18826
2007/06/15,206400,80200,195674.5,238841,178320,14160,121842,82151,18685
2007/06/16,221400,83900,201411,198269,194380,14275,127622,85262,19290
2007/06/17,212300,82100,212816,209195,191049,14375,128798,88150,20170
2007/06/18,189700,74300,217992,245221,212768,16935,134838,89044,20970
2007/06/19,160800,70400,212816,224429,214854,18428,158047,91819,22220
2007/06/20,137200,66800,218492,217323,209402,20310,170199,98998,22520
2007/06/21,123700,64900,211239,231040,206352,22285,183501,109377,22720
2007/06/22,122800,65300,229755,239711,206352,25393,189948,127188,24240
2007/06/23,136500,70400,224539,219879,201200,32481,190146,137020,25425
2007/06/24,150300,73400,242198,229221,201200,33714,192772,144764,27463
2007/06/25,171900,77200,229755,230787,200438,25798,190170,151028,31049
2007/06/26,196800,86100,248459,245802,200438,25798,201261,160003,40470
2007/06/27,218700,97800,242198,241607,203648,24126,194407,163539,62106
2007/06/28,236700,92500,248459,255381,201356,20161,177568,162040,80728
2007/06/29,267500,127600,248459,248262,201356,20047,177966,152200,89459
2007/06/30,320500,139900,251022,269339,218813,20097,176954,135940,96674
2007/07/01,324800,1334400,247795,294615,233542,20537,176753,144180,101464
2007/07/02,292900,113500,241493,270050,286724,23464,178029,146140,93464
2007/07/03,274000,116100,254722,259133,276893,30898,193087,141403,85914
2007/07/04,247600,101800,235796,256844,255948,39807,233330,145188,86742
2007/07/05,203000,87100,228291,176951,235002,48715,255009,163800,101119
2007/07/06,208000,83800,224265,193183,234598,51242,269143,196522,106200
2007/07/07,205700,81700,224265,204506,186293,28408,263606,211216,112051
2007/07/08,213100,78100,229491,192571,168361,46154,253732,215040,118533
2007/07/09,220800,74800,208003,195151,186966,46154,248120,201150,124775
2007/07/10,208000,69500,251422,239622,188239,44851,181383,201010,124790
2007/07/11,189400,64000,229491,281983,208583,44851,184270,179150,125590
2007/07/12,181900,62700,224665,263562,233174,29916,189458,144500,125592
2007/07/13,204100,64200,224265,243920,257138,38783,188999,137830,123917
2007/07/14,206800,70200,256609,240664,251666,36968,206160,136880,111665
2007/07/15,219000,62400,267180,261313,240096,39741,222593,141039,97499
2007/07/16,190800,56500,272584,276412,235239,41640,244459,166180,96320
2007/07/17,179100,52600,206603,276331,250450,41588,237158,200105,87795
2007/07/18,159500,51600,217913,228402,267686,39151,232296,201001,84675
2007/07/19,141600,49000,206903,225537,248656,34515,233184,193010,91949
2007/07/20,144700,48700,190166,207796,209933,31466,237322,190330,103406
2007/07/21,159400,57600,190166,161962,198351,31560,242358,194997,120956
2007/07/22,181200,58200,207303,191946,162354,30536,228343,197952,121776
2007/07/23,208600,61800,223765,230729,185287,33931,208448,198490,121776
2007/07/24,205700,57600,241434,231567,186167,29835,180185,189575,120856
2007/07/25,222500,5600,256509,239278,206737,27754,182713,174335,119479
2007/07/26,220500,51700,241434,246993,228324,21445,184369,164880,122146
2007/07/27,212700,45600,228991,257494,224815,16471,182614,150401,122146
2007/07/28,197100,44100,223765,250396,239847,16471,188530,146090,111650
2007/07/29,198700,40700,241434,247103,244182,23495,197493,148486,98626
2007/07/30,198500,40400,207803,229168,241585,28957,212711,155725,90767
2007/07/31,195900,41300,219113,228259,216189,29337,217065,166078,84540
2007/08/01,198600,42700,202189,219791,211859,27569,221728,177360,80090
2007/08/02,214100,41600,207803,223272,211949,2289,210598,182693,80280
2007/08/03,223200,41800,251222,225223,212049,19997,197673,185882,87275
2007/08/04,217400,40500,241234,245562,213230,21021,195686,168980,100523
2007/08/05,202800,38800,229091,254413,231718,21021,192086,157920,107248
2007/08/06,188200,37500,236132,243571,234587,20041,193998,152185,110230
2007/08/07,181800,43400,218913,229418,243362,20041,193195,149530,110147
2007/08/08,178500,36200,241534,214365,230627,17270,203111,149440,99283
2007/08/09,177000,35000,224065,210712,219155,16446,214026,161180,93462
2007/08/10,158100,32300,207803,201801,204038,16024,206650,179710,87102
2007/08/11,172600,35600,190666,183668,190973,15044,186975,184135,93462
2007/08/12,206600,35500,224065,171296,175331,15049,177520,167921,94660
2007/08/13,237900,4100,207803,193103,162767,14876,163090,148302,102826
2007/08/14,278800,46900,267880,235696,160403,15294,146241,132990,108708
2007/08/15,282700,49600,335025,261906,178010,17356,141398,123584,106646
2007/08/16,265600,47500,358733,342626,233229,17356,139464,108999,96713
2007/08/17,220400,46500,267880,387172,174539,19365,161081,107130,84343
2007/08/18,183000,37800,260251,326242,350912,21290,178475,11050,68118
2007/08/19,162000,37000,231423,264828,351820,29346,215707,124405,57184
2007/08/20,150200,35600,202261,242926,318003,41033,266264,152375,49761
2007/08/21,160900,36800,178458,210280,231761,43340,326000,180065,50761
2007/08/22,169600,36400,219413,187315,170450,34262,347407,223987,54584
2007/08/23,175100,33700,236632,230907,183723,37039,309532,285727,64147
2007/08/24,180100,33100,191238,222987,188875,33431,234733,303610,88658
2007/08/25,190000,32000,178872,205473,207548,22732,195279,278202,114415
2007/08/26,194700,31500,236832,228563,203753,18894,188590,201310,135784
2007/08/27,200300,32400,231891,225773,199959,15194,192120,170198,151111
2007/08/28,182100,32300,242234,243648,208641,14902,187623,153694,157334
2007/08/29,176800,30400,224565,239789,214670,17309,183423,150890,136098
2007/08/30,155900,29900,241660,231054,225429,18319,182177,147604,119906
2007/08/31,152400,24900,219162,222583,214904,20410,186570,144272,96807
2007/09/01,147600,30200,178286,199743,197081,19429,196641,139705,91515
2007/09/02,158400,29400,182666,183365,184294,19415,198636,150769,87947
2007/09/03,157800,29900,199803,190599,163094,21467,195914,163957,81535
2007/09/04,160400,29200,211113,174132,157627,19500,180931,165080,81255
2007/09/05,168300,27600,182666,190015,168770,18490,159108,157020,82055
2007/09/06,166200,26900,170386,203370,180379,15419,143292,144550,89102
2007/09/07,163100,26000,216065,206521,165025,15419,147443,121156,97373
2007/09/08,140300,28000,182666,220614,160702,15324,157044,109925,98633
2007/09/09,127600,27200,199803,201450,165879,17487,158838,121020,85650
2007/09/10,110400,26900,170386,176879,172221,19525,154314,126075,67984
2007/09/11,103400,25100,141384,155879,165554,19525,153313,118872,57832
2007/09/12,96400,22500,158323,164546,152052,21219,153313,116429,55732
2007/09/13,90000,22200,158323,165302,118440,21219,140603,116299,58229
2007/09/14,85300,22900,158323,151861,132031,22445,131268,115430,72784
2007/09/15,84100,23600,164830,164389,131086,22445,112640,115180,78970
2007/09/16,88500,23900,141384,161066,138226,17512,108522,102102,80823
2007/09/17,91600,24200,158323,160681,133492,15444,104393,87013,79833
2007/09/18,95300,27300,164830,160705,130995,15444,107689,82538,75721
2007/09/19,103000,25600,158323,201114,129401,15444,103288,80548,53244
2007/09/20,103000,26000,152445,176407,143043,15444,99818,80157,42543
2007/09/21,113300,27600,164830,168133,126908,14980,99071,77480,38941
2007/09/22,108000,26800,141384,150829,125440,14641,93024,73926,32811
2007/09/23,105700,27100,135335,184848,124286,14042,100980,71967,23647
2007/09/24,93900,24000,152445,157162,128103,13017,105756,74245,21107
2007/09/25,82700,22200,135335,150298,124545,13153,108587,80210,20063
2007/09/26,70500,20300,141384,147538,122514,12481,107353,85470,20063
2007/09/27,64600,19600,135335,141079,115527,13066,99204,88850,18763
2007/09/28,60200,19500,123231,108462,104474,13827,91293,82564,19855
2007/09/29,60300,18900,117628,110070,95511,16547,91997,75896,20755
2007/09/30,55200,18300,141384,93116,99993,17568,81286,72906,22812
2007/10/01,51300,17100,113096,113772,103329,16834,79371,69848,24286
2007/10/02,46100,16700,125428,107833,103329,16434,79775,67688,24686
2007/10/03,46900,15800,137351,124212,97583,16434,80343,59490,23886
2007/10/04,47300,15200,131031,126879,97583,16434,82690,57710,22646
2007/10/05,44400,14700,113396,124013,96420,16434,80447,55704,21911
2007/10/06,42600,14900,95224,115562,95155,16434,71119,57228,21216
2007/10/07,36900,14300,101229,57158,95155,14482,74584,57228,19170
2007/10/08,40000,13800,101229,74709,75531,14482,73331,55150,18723
2007/10/09,40800,14000,94824,52264,66934,12484,73733,53750,18508
2007/10/10,39300,12900,81839,53482,71954,12482,69301,57626,17475
2007/10/11,37200,12200,75589,59011,51051,12482,63438,55250,16575
2007/10/12,35100,11700,80839,60027,60856,4000,62387,52956,15225
2007/10/13,35000,11800,80839,58107,58691,4000,62387,52186,14235
2007/10/14,34600,15000,74689,58107,57030,4000,62387,51816,14235
2007/10/15,34300,12400,74689,52414,53629,4000,62387,51816,14235
2007/10/16,34100,12500,80839,57938,50161,5969,63798,51586,14885
2007/10/17,33800,11900,68559,51903,50161,4000,59260,51336,14885
2007/10/18,31800,11100,80839,52606,49002,5149,59260,51491,16185
2007/10/19,31600,9740,61789,45176,47846,2787,57374,50371,15885
2007/10/20,32300,9360,79839,52455,44359,3122,57374,49281,15175
2007/10/21,33100,10700,67559,55969,44359,4475,56696,49315,14865
2007/10/22,32100,9740,67559,58272,44359,4475,53103,48839,14475
2007/10/23,32100,10000,61306,65278,44592,4754,53103,48589,14475
2007/10/24,32100,9940,79806,60798,44592,3934,53103,46839,10678
2007/10/25,31600,9250,67528,65101,44592,3934,49868,45935,9883
2007/10/26,31500,9250,73654,59008,44873,5827,49868,45929,9883
2007/10/27,31900,9000,61306,56299,44873,5195,44491,44723,9883
2007/10/28,31700,9250,67528,56326,45564,5772,44491,42845,9883
2007/10/29,29600,8580,79806,56326,45564,3000,44491,40995,9883
2007/10/30,29600,8300,92191,71574,47083,4237,43089,38577,9881
2007/10/31,29000,8770,79806,74850,50910,6675,41331,38190,9881
2007/11/01,28700,8540,86875,72297,53306,8800,41819,38115,8450
2007/11/02,29400,8960,74629,79475,53419,10900,41819,37705,8050
2007/11/03,28900,8770,86875,76155,52824,14229,39869,36850,8050
2007/11/04,28500,9060,93164,76890,51973,14979,41820,35593,8050
2007/11/05,28000,9250,68499,68860,50796,15079,41820,34951,7750
2007/11/06,26600,8770,93164,81121,46558,13050,41820,35646,7680
2007/11/07,27900,7390,99169,83697,46194,13150,41820,35541,6905
2007/11/08,29000,9060,105315,72305,45564,13250,41820,35524,6905
2007/11/09,27000,8390,93164,64168,45787,13350,39116,35524,6905
2007/11/10,26600,8490,86873,58671,46952,13400,37590,34256,6905
2007/11/11,27100,8770,93173,68859,46735,13350,35960,33166,6790
2007/11/12,27100,8300,80779,68316,49439,11044,35960,32265,5955
2007/11/13,27300,8490,62279,65184,49439,11044,35960,31975,5545
2007/11/14,26700,9160,74629,67737,49819,11044,37881,31558,5545
2007/11/15,24100,8950,93164,66724,49680,11106,37881,32038,5545
2007/11/16,23400,9540,74629,72472,49685,10863,37881,32263,5505
2007/11/17,23500,9250,86873,71715,49685,10388,37881,32163,5505
2007/11/18,23900,9350,80779,71012,49685,9447,39531,32408,5415
2007/11/19,23200,8770,74629,73536,49845,6879,37778,32408,4455
2007/11/20,22500,8770,68500,60459,48176,7503,39644,32408,3835
2007/11/21,19500,7930,80779,64439,48176,6048,37985,32163,3835
2007/11/22,22500,8870,68500,60459,48176,7503,39644,32408,3775
2007/11/23,25000,7930,80779,57386,48176,6998,35782,31663,3775
2007/11/24,25500,8300,86873,55200,44666,4138,35782,32013,3775
2007/11/25,25900,8960,80779,51922,44666,4138,35782,30617,3775
2007/11/26,25800,8580,74629,56257,44342,4138,35782,28915,3775
2007/11/27,25800,10500,68500,55111,44342,3975,35782,29707,3775
2007/11/28,25000,9740,74629,55582,43588,3720,34961,29650,3705
2007/11/29,24000,6940,93164,52707,43623,3569,34961,29455,3355
2007/11/30,23200,10800,74629,52707,42512,3482,34675,28940,3275
2007/12/01,23000,12000,86255,52578,43235,3405,34675,28956,3275
2007/12/02,22900,11000,72333,59659,43055,3405,35322,27695,3245
2007/12/03,22900,11300,71575,56405,43009,334,34013,26890,3215
2007/12/04,23200,8210,68237,53429,43141,336,32812,27485,3185
2007/12/05,22000,9740,61276,52336,39701,3187,32521,27950,3155
2007/12/06,21600,9940,54898,48467,48072,3014,32424,27950,3125
2007/12/07,20200,8770,54898,55800,48112,2981,32424,27710,3095
2007/12/08,19300,8800,48927,52911,47519,3249,32438,27710,3065
2007/12/09,19300,9540,48925,53946,47519,3249,32438,28587,3035
2007/12/10,18500,8300,61276,55093,47525,3249,35751,29067,2745
2007/12/11,18200,8730,48927,58835,45209,3566,36306,29247,2742
2007/12/12,18400,10300,54898,52278,45281,3809,37130,30612,2719
2007/12/13,17300,9450,30220,43192,45453,3550,37933,31468,2563
2007/12/14,17300,9500,17481,34700,40098,3600,37978,32065,2507
2007/12/15,17300,9540,30220,23982,39065,3600,37250,32640,2340
2007/12/16,17400,8870,36537,30400,36912,3600,37250,32870,2335
2007/12/17,17100,9250,23610,31457,36912,3750,36609,32770,2335
2007/12/18,16900,9060,28204,25152,30968,3950,35937,31240,1945
2007/12/19,17200,8540,23610,27653,28122,2941,35414,30206,1910
2007/12/20,17100,9740,28204,26663,24573,2872,32065,28970,1535
2007/12/21,17200,12900,23610,27199,20261,2872,28884,26065,1400
2007/12/22,17200,12200,35923,25662,21603,2872,27260,25665,1400
2007/12/23,17100,11000,23610,28468,19299,2657,27260,24750,1400
2007/12/24,17200,11300,28204,29523,23908,2619,23845,24490,2165
2007/12/25,17400,8300,16981,27267,23413,2619,20980,21855,2165
2007/12/26,17400,7840,22610,26849,22138,2549,20749,19490,2165
2007/12/27,17800,8580,22610,28321,23425,2594,23185,17730,1915
2007/12/28,17500,8000,27204,18489,21085,2370,20999,17340,1735
2007/12/29,17300,8000,22610,18693,17174,2174,20999,16800,1615
2007/12/30,16600,6940,34923,24157,15390,2174,21751,17300,1710
2007/12/31,16900,6950,22610,26459,15428,2074,22641,16770,1440
2008/01/01,16300,8300,28571,23390,15428,1980,21467,16770,1980
2008/01/02,15700,8770,21610,11743,15383,1556,18023,14980,2030
2008/01/03,15900,8120,20860,17812,15432,1556,18023,13900,2100
2008/01/04,16000,8770,27071,19207,16891,1556,16228,13350,2010
2008/01/05,16800,9010,20610,17228,16177,1489,16228,12450,1900
2008/01/06,16800,9500,26821,16820,16110,1443,16228,11912,2075
2008/01/07,16800,9350,32923,15744,15789,1332,16321,9056,2225
2008/01/08,18400,11200,25206,24249,15789,1556,16311,7500,1945
2008/01/09,22200,17000,19940,18179,15789,1733,15542,6900,1945
2008/01/10,24200,21800,17697,29418,15642,2585,17251,5700,1975
2008/01/11,23100,19500,28994,34153,15766,3950,15589,4800,1980
2008/01/12,19900,17600,33212,35567,16433,6200,14353,4800,2975
2008/01/13,18700,14400,44949,33060,16433,6750,11471,5800,5190
2008/01/14,18100,14300,41879,36039,24882,6197,14290,5800,5890
2008/01/15,17200,12900,24388,31372,33332,6716,15057,5800,5890
2008/01/16,16700,11600,22674,27302,32368,6716,18115,5800,5315
2008/01/17,17900,12500,24358,29134,34438,3137,17626,5800,5155
2008/01/18,22000,14700,22895,28635,29706,6408,23949,5800,5695
2008/01/19,23500,14800,21193,27857,25539,9616,25327,5800,5855
2008/01/20,20290,12300,24358,27256,26510,16146,30021,5800,5855
2008/01/21,18600,14400,27328,34456,25668,16146,36206,5885,6005
2008/01/22,17500,13600,24358,29124,25668,17179,34799,9694,6205
2008/01/23,16900,14000,29535,28001,25668,18653,35065,17636,6145
2008/01/24,16400,132000,23279,28223,30776,19185,36011,21461,6145
2008/01/25,16000,13000,22607,26884,27609,20841,34261,24600,6145
2008/01/26,16000,12800,21807,27722,26511,21155,3426,25810,5885
2008/01/27,16600,11000,25208,27781,26358,26220,35400,25991,5885
2008/01/28,15400,11500,21807,33178,25993,27542,35429,25914,5885
2008/01/29,16100,10600,18854,39000,25632,27542,35429,27001,5885
2008/01/30,15900,10700,17438,30125,25581,23263,35532,27095,6805
2008/01/31,16200,11300,20771,26971,30447,21155,36090,27539,7915
2008/02/01,15900,10800,23509,30000,23390,15571,34096,28700,7915
2008/02/02,15700,9160,29849,31469,24756,9987,34096,27600,7915
2008/02/03,15400,10500,39411,37000,25171,9987,33387,27360,7755
2008/02/04,15600,9740,39411,38844,27324,9987,33387,27390,7755
2008/02/05,16600,9250,47533,38844,27074,5747,27453,26865,7755
2008/02/06,18700,10900,45078,41177,27086,5747,28276,26475,7755
2008/02/07,17100,12500,46829,37135,27086,4486,25674,23995,7375
2008/02/08,17100,13000,48331.5,30699,27350,4586,24700,22990,6905
2008/02/09,17100,12000,49834,42815,29230,4586,26450,22185,6130
2008/02/10,17400,10500,58405,44210,35279,3383,26450,22185,6105
2008/02/11,17000,11000,65526,44605,36816,3000,25074,23015,5895
2008/02/12,16600,11100,53363,44605,38356,3000,25804,23512,5895
2008/02/13,15400,11600,48193,43210,38256,3000,24514,24312,5355
2008/02/14,14700,13400,48193,43814,37746,3000,25074,23985,4985
2008/02/15,16900,12900,54203,43814,37373,3000,25900,23790,4755
2008/02/16,13100,10800,48193,44907,36748,2902,26364,24120,4315
2008/02/17,12300,8960,60330,42722,36748,2874,26364,24200,3980
2008/02/18,12300,8870,66447,41146,37245,3000,26364,24200,3774
2008/02/19,11700,9540,54203,45111,37245,3000,24743,24200,3564
2008/02/20,11500,9250,54203,37853,37245,3000,24257,23795,2715
2008/02/21,12100,9540,60330,39376,37227,3000,26069,22780,2625
2008/02/22,13800,9940,54203,41406,37295,3000,25205,21925,2645
2008/02/23,16100,11300,48193,37110,36690,3000,25205,21925,2645
2008/02/24,17000,11500,42158,37743,36425,3000,25205,21925,2585
2008/02/25,17900,11600,54203,38373,35294,3000,25205,20995,2335
2008/02/26,18000,11500,54203,35689,35544,3000,25205,20995,2255
2008/02/27,18000,9640,48193,35067,35037,3000,24411,20530,2255
2008/02/28,20300,8770,32158,36001,33837,3000,24411,20515,2165
2008/02/29,21700,8540,48193,34391,31738,3000,24411,20349,2155
2008/03/01,22600,8770,42158,34722,31896,3000,24411,20270,2155
2008/03/02,23300,8770,54203,34088,33027,3000,23555,20270,2155
2008/03/03,24000,11500,60330,33918,32371,3000,23555,19795,2155
2008/03/04,24800,10400,54203,35490,32700,3000,22723,19795,2155
2008/03/05,25600,9010,48193,39586,31652,2529,22728,19255,2045
2008/03/06,26300,7620,53753,36898,30188,2529,22922,18815,2045
2008/03/07,27500,7570,59330,39303,30873,2529,22922,18735,2045
2008/03/08,27900,13000,47193,35089,33162,2478,22922,18735,2045
2008/03/09,23200,16600,53203,36478,32301,2478,22922,18735,2045
2008/03/10,20300,15800,59330,38759,33875,2478,22922,18735,2165
2008/03/11,19500,13800,47193,41827,31235,2478,22121,18285,2515
2008/03/12,18500,11400,40658,37836,31235,2478,23708,18285,2515
2008/03/13,19700,11500,46193,32732,34308,2478,23708,18285,2515
2008/03/14,20700,11000,46193,24195,36858,2478,25603,18435,2565
2008/03/15,19800,10000,40158,24411,33809,2529,24664,19115,2565
2008/03/16,19500,11800,46193,25277,29984,3000,24664,19115,2565
2008/03/17,20600,12500,37860,27731,25083,3000,25505,19115,2565
2008/03/18,22100,13400,33427,25095,24076,3000,25505,19115,2505
2008/03/19,22200,16800,42287,28872,24076,2644,25505,19300,2515
2008/03/20,22000,14300,39438,27232,26327,2444,21980,19355,2515
2008/03/21,20800,13500,37860,30978,23930,1733,21930,19355,2515
2008/03/22,19200,13800,33427,29255,23930,1278,20588,18865,2515
2008/03/23,19600,12500,27336,28651,25075,1125,20588,18340,2515
2008/03/24,20000,9940,27336,27751,26219,1023,20588,16335,2515
2008/03/25,19900,9160,33427,28170,25075,1023,29780,16335,2174
2008/03/26,19300,11600,39438,29271,23875,928,19780,16335,2174
2008/03/27,20700,11500,42287,28297,22731,928,19780,16220,2174
2008/03/28,20000,11300,33427,28952,22731,882,20648,16220,2174
2008/03/29,19400,8770,33427,25985,23875,882,20648,16220,2174
2008/03/30,20200,8680,21290,29793,24433,584,20648,16220,2174
2008/03/31,21300,9110,22820,26249,24433,546,20648,16220,2184
2008/04/01,21200,11300,21290,25102,21624,402,20756,16405,2184
2008/04/02,21500,11900,33427,25207,24433,402,20066,16460,2184
2008/04/03,21100,13500,37860,28642,24433,624,20066,18220,2284
2008/04/04,20600,16400,42287,28509,21843,792,20066,19010,2244
2008/04/05,20300,22200,57372,32921,20150,836,20066,19010,2244
2008/04/06,26500,57800,67641,54498,21843,976,20066,18610,2254
2008/04/07,35700,45400,98511,82037,24095,1095,20981,18610,2519
2008/04/08,36100,37000,81633,115350,28597,1174,21585,18685,2619
2008/04/09,30100,34500,60755,66937,34206,1174,21585,19101,2619
2008/04/10,25700,32400,60755,43069,44303,1174,21585,19101,2739
2008/04/11,24300,33100,47593,40152,47149,1387,21990,19101,2819
2008/04/12,24300,35800,54753,35899,51444,1489,22805,19101,3229
2008/04/13,27300,37200,59218,37088,47664,2174,24695,19681,3369
2008/04/14,26200,36300,42658,42138,45553,2378,32167,20415,3219
2008/04/15,25600,36200,40745,47377,48399,2726,34522,22009,3134
2008/04/16,29000,49000,42358,47120,46745,3000,36508,24025,3149
2008/04/17,34800,41800,78785,55120,44788,3000,37165,27044,3199
2008/04/18,30000,38800,75611,73899,45574,3000,37670,29676,3114
2008/04/19,28900,37500,67141,67350,45574,2654,38272,31004,3084
2008/04/20,29500,37000,73563,62566,48474,2654,38272,31360,3134
2008/04/21,28000,35800,55203,62724,50563,2654,38272,31410,3049
2008/04/22,28000,358000,67541,55215,60244,2654,38272,32012,3024
2008/04/23,29400,33600,59718,56950,60633,2654,38272,32061,3074
2008/04/24,30200,33200,67541,55860,59385,2378,40040,32086,3274
2008/04/25,30100,31200,66991,55095,60590,2240,41263,32086,3465
2008/04/26,31400,30100,58718,62426,60539,3000,39452,33608,3645
2008/04/27,29600,27600,72563,56176,51602,7500,39452,35240,3975
2008/04/28,30300,27300,48193,55734,48651,8500,39452,36010,4225
2008/04/29,31300,29900,66541,56032,55950,8500,39452,34410,4260
2008/04/30,33300,29300,58168,55950,51023,8500,33820,34007,4450
2008/05/01,34100,28200,65541,57390,51023,8500,33820,32490,4670
2008/05/02,35800,30100,53205,57058,50910,9100,36680,31602,4850
2008/05/03,42500,31500,57718,57339,50910,9100,35440,31602,4910
2008/05/04,44400,33700,79373,56380,50061,8413,35440,31005,4780
2008/05/05,51500,34200,81630,62783,50802,7882,37212,31747,4580
2008/05/06,54100,34800,79373,74205,50802,7208,37212,31747,4630
2008/05/07,54300,31600,96322,84824,51278,6276,38842,31747,4630
2008/05/08,46900,29300,95295,87725,56135,5291,39388,32695,4395
2008/05/09,50100,29200,66841,77791,61463,4331,40050,33050,4445
2008/05/10,51700,30400,78910,58503,68271,4183,40050,34005,4755
2008/05/11,55600,31200,90941,69366,72400,3286,42220,35880,4755
2008/05/12,56000,39100,95295,75865,73351,3826,42220,37145,4505
2008/05/13,59000,32600,96857,79281,70281,4705,45060,38825,4505
2008/05/14,60500,34700,102772,87029,67957,4942,46050,39100,4505
2008/05/15,70500,37700,105398,91971,69211,6180,48039,39076,4565
2008/05/16,75500,37700,111084,93461,69070,6374,48288,39641,4565
2008/05/17,79100,37300,116517,91292,71978,6374,48658,41790,4685
2008/05/18,88500,40000,122364,116421,73060,4947,44389,40401,4685
2008/05/19,92100,41600,111284,119132,87355,5245,46046,39950,4685
2008/05/20,97800,44500,117163,117314,85133,5550,49164,39242,4685
2008/05/21,104900,49400,133929,120593,88621,5096,50857,39862,5105
2008/05/22,111100,50000,156065,146729,98413,4947,57600,42695,5365
2008/05/23,110800,55800,160862,150031,103717,6344,63301,44404,5885
2008/05/24,133800,60800,154321,156344,106674,6838,69615,47875,6390
2008/05/25,127000,57200,171543,196757,116026,6072,71426,52062,6390
2008/05/26,122500,52400,168244,174981,128435,7176,74630,53748,6390
2008/05/27,117300,48400,157365,176888,138108,7927,82070,55051,5410
2008/05/28,105400,45600,162763,161295,143396,7873,86476,59150,5610
2008/05/29,95300,39200,140811,153778,146522,7696,92369,62707,5610
2008/05/30,87100,37500,146303,154413,145315,7873,95796,68543,5610
2008/05/31,84900,37500,129646,134664,145106,8718,101241,72123,6040
2008/06/01,88900,44500,130146,123539,135683,9887,102488,78016,6925
2008/06/02,97400,47600,141611,124797,135234,10808,100444,80320,9600
2008/06/03,113600,50000,137957,137298,132836,11394,100240,82632,11695
2008/06/04,127900,52800,148806,143880,131621,12097,94914,80018,12165
2008/06/05,131200,52800,154422,171025,132010,12300,93996,77461,13590
2008/06/06,143000,54600,166600,177135,131023,12300,92203,73485,17550
2008/06/07,154500,56000,171158,169725,138711,11943,94613,72395,20380
2008/06/08,161400,57000,178703,196275,154425,11214,97977,72210,21720
2008/06/09,170100,58200,171705,204390,168317,10682,102641,72620,21670
2008/06/10,177000,58600,188015,204984,177749,10419,107525,75359,21300
2008/06/11,175600,58400,209891,222691,180166,10419,114030,79009,19910
2008/06/12,205000,60200,199396,227789,180624,10682,127778,82208,19110
2008/06/13,235100,61600,198683,202817,183357,11264,141646,88365,18240
2008/06/14,258700,62200,188515,221254,181495,10113,141655,92350,18050
2008/06/15,277600,63900,205801,208348,185750,9919,147388,96194,17510
2008/06/16,288500,70200,215758,213879,190901,10419,145184,97586,18940
2008/06/17,301000,86600,236878,241666,190452,11264,142467,97636,20205
2008/06/18,283400,76400,257557,263213,193479,12129,148350,97695,21240
2008/06/19,285300,71300,215777,280749,203295,12315,155567,99210,23210
2008/06/20,285200,68600,221045,214731,213244,12800,155567,103291,26250
2008/06/21,260700,69000,215327,234638,226939,12800,157335,106129,27860
2008/06/22,228600,59800,220545,234638,221491,21983,170241,106369,27860
2008/06/23,201000,57000,198663,215971,207765,27040,177861,114071,30600
2008/06/24,186700,54400,191335,221525,217900,30419,194497,118058,31130
2008/06/25,177700,52800,240875,226192,215565,29326,199794,130055,31415
2008/06/26,173300,51100,174921,265828,207285,29326,199794,135832,31415
2008/06/27,188800,49800,251602,222305,205931,27326,194384,135832,35140
2008/06/28,208500,52400,207940,253175,205931,27210,190483,135877,37080
2008/06/29,219700,52100,214065,207772,208332,26723,187070,131010,39712
2008/06/30,220000,49800,198873,250546,210863,22811,182421,129040,41060
2008/07/01,199500,50000,205290,236545,216776,20545,182016,128140,41923
2008/07/02,174600,47000,257057,226463,216906,20546,182016,127020,43731
2008/07/03,158800,46700,241856,272296,216906,16024,182422,124343,43991
2008/07/04,153100,41100,193686,252879,217691,16024,182646,123967,43991
2008/07/05,159300,39500,210381,234212,215473,20142,180646,123955,42854
2008/07/06,177000,43400,221095,234817,215623,25123,179411,124660,42478
2008/07/07,215100,53400,236947,249566,215623,27140,179126,124760,42478
2008/07/08,246000,63900,242096,281828,217673,28172,181953,125515,42169
2008/07/09,238900,56500,283048,296175,218905,24995,190815,125570,42169
2008/07/10,231100,52400,188683,301377,216309,18963,191233,132415,44201
2008/07/11,224300,48100,183336,228430,224567,18041,189051,138782,44586
2008/07/12,234700,50800,194012,221338,237992,16374,183891,138782,46590
